SESSION session_mguib2vb ALTITUDE POINTS CHUNK 0
109117,38.45
109122,38.31
109198,38.18
110374,38.05
110378,37.93
110399,37.81
110410,37.68
110424,37.56
111622,37.43
111628,37.29
111641,37.17
111646,37.07
111662,36.98
111798,36.9
113040,36.82
113045,36.75
113072,36.67
113081,36.6
113095,36.54
113245,36.49
114367,36.45
114374,36.41
114404,36.37
114423,36.31
114459,36.25
116880,36.19
116884,36.12
116887,36.07
116891,36.01
116894,35.96
116897,35.92
116901,35.89
116904,35.85
116908,35.81
116911,35.77
118233,35.74
118235,35.72
118237,35.69
118240,35.65
118243,35.61
119182,35.56
119189,35.53
119192,35.5
119195,35.48
119255,35.47
119487,35.45
119743,35.41
120873,35.35
120883,35.28
120897,35.2
120923,35.12
120944,35.07
122103,35.03
122111,35.01
122114,34.98
122125,34.94
122151,34.88
123311,34.91
123347,35.18
123351,35.72
123379,36.77
123383,38.43
123568,40.61
124725,43.29
124741,45.9
124744,48
124748,49.64
124791,51.13
125976,52.47
125983,53.69
125987,54.88
125990,55.99
125996,56.6
127168,56.57
127174,56.36
127182,56.15
127186,55.96
127195,55.78
128381,55.66
128408,55.55
128414,55.46
128429,55.36
128452,55.27
128624,55.23
129749,55.27
129756,55.3
129761,55.29
129765,55.24
129821,55.14
130982,54.94
130993,54.6
131007,54.12
131013,53.62
131042,53.12
132225,52.63
132231,52.15
132236,51.7
